web-scraper-order,web-scraper-start-url,product_link,product_link-href,name,price,description,brand,image_url-src
"1769348775-565","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=8","Pc Portable Asus Vivobook 15 M1502YA Ryzen 7 16Go 512Go Windows 11","https://spacenet.tn/pc-portable-asus/89308-pc-portable-asus-vivobook-15-m1502ya-ryzen-7-16go-512go-windows-11.html","Pc Portable Asus Vivobook 15 M1502YA Ryzen 7 16Go 512Go Windows 11","1 819,000 DT","Asus Vivobook 15 M1502YA - Écran: 15,6 pouces FHD (1920x1080) - Processeur : AMD Ryzen 7 7730U (jusqu'à 4,5 GHz, 20 Mo Mémoire cache, 8 cores) - Système d'exploitation : Windows 11 - Mémoire RAM : 16Go DDR4 - Disque Dur: 512Go SSD - Carte Graphique: AMD Radeon Graphics avec WiFi 6E, Bluetooth 5.3, 1x USB 2.0 Type-A - 1x USB 3.2 Gen 1 Type-C - 2x USB 3.2 Gen 1 Type-A - 1 x HDMI 1.4 - 1x 3.5mm Combo Audio Jack - 1x DC-in - caméra 720p HD - Haut-parleur et microphone intégrés - Clavier chiclet - Couleur : Bleu - Garantie : 1 an","Les autres produits : Asus","https://spacenet.tn/282947-large_default/pc-portable-asus-vivobook-15-m1502ya-ryzen-7-16go-512go-windows-11.jpg"
"1769348779-566","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=8","Pc Portable Lenovo ThinkBook 16 G6 AMD Ryzen 5 16Go 512Go SSD","https://spacenet.tn/pc-portables-pro-tunisie/89317-pc-portable-lenovo-thinkbook-16-g6-amd-ryzen-5-16go-512go-ssd.html","Pc Portable Lenovo ThinkBook 16 G6 AMD Ryzen 5 16Go 512Go SSD","1 819,000 DT","Pc Portable Lenovo ThinkBook 16 G6 - Ecran : 16"" WUXGA, IPS - Processeur : AMD Ryzen 5 7530U (Up to 4,8 GHz Turbo max, 10 Mo de mémoire cache, 6-Cores) - Système d'exploitation : Freedos - Mémoire RAM : 16Go DDR4 - Disque Dur : 512Go SSD - Carte Graphique : AMD Readon Graphics avec Wifi 6, Bluetooth 5.1, 1x HDMI 2.1, 1x USB 3.2 Gen1 (10 Gbps) 2x USB 3.2 Gen 1 (5 Gbps), 1x USB-C 3.2, 1x RJ45, 1x prise combo casque/microphone (3,5 mm) - 2 Haut-parleurs stéréo 1,5 W x 2, Dolby Audio, 2 x microphones - Caméra FHD 1080p - Couleur : Gris - Garantie : 1 an","Les autres produits : Lenovo","https://spacenet.tn/282996-large_default/pc-portable-lenovo-thinkbook-16-g6-amd-ryzen-5-16go-512go-ssd.jpg"
"1769348787-567","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","Pc Portable HP 15-fd1108nk Core 5 16Go 512Go SSD","https://spacenet.tn/pc-portable-tunisie/94281-pc-portable-hp-15-fd1108nk-core-5-16go-512go-ssd.html","Pc Portable HP 15-fd1108nk Core 5 16Go 512Go SSD","1 815,000 DT","Pc Portable HP 15-fd1108nk - Écran : 15.6"" Full HD, (1920 x 1080), micro-bords, antireflet - Processeur : Intel Core 5 120U (Up to 5.0 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation : FreeDos - Mémoire RAM : 16 Go DDR4 - Disque Dur : 512 Go SSD - Carte Graphique : Intel Graphique avec Wi-Fi 6, Bluetooth 5.4, 2x USB Type-A, 1x USB Type-C, 1x HDMI 1.4b, 1 prise combinée casque/microphone, 1 prise secteur Smart Pin - Lecteur d’empreintes digitales - Clavier de taille standard gris clair avec pavé numérique - Couleur : Silver Naturel - Garantie : 1 an","Les autres produits : Hp","https://spacenet.tn/320694-large_default/pc-portable-hp-15-fd1108nk-core-5-16go-512go-ssd.jpg"
"1769348790-568","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","Pc Portable Dell Pro 15 Essential PV15250 Intel Core i7 13Gén 8Go 512Go SSD Windows 11 Pro","https://spacenet.tn/pc-portables-pro-tunisie/95831-pc-portable-dell-pro-15-essential-pv15250-intel-core-i7-13gen-8go-512go-ssd-windows-11-pro.html","Pc Portable Dell Pro 15 Essential PV15250 Intel Core i7 13Gén 8Go 512Go SSD Windows 11 Pro","1 809,000 DT","Pc Portable Dell Pro 15 Essential PV15250 - Écran : 15.6"" Full HD (1920 x 1080 pixels) IPS, 120H, antiéblouissement, 250 cd/m² - Processeur : Intel Core™ i7-1355U (Up to 5.00 GHz Turbo max, 12 Mo de mémoire cache, 10 Cores) - Système d'exploitation : Windows 11 Pro - Mémoire RAM : 8 Go DDR5 - Disque Dur : 512 Go SSD - Carte Graphique : Intel UHD Graphics avec Wi-Fi 6, Bluetooth -1x port USB 3.2 Gen 1, 1x port USB 2.0, 1x port USB-C® 3.2 Gen 1, 1 port USB-C® 3.2 Gen 1 DisplayPort 1.4, 1x port audio universel, 1x port HDMI 1.4, 1x port pour adaptateur secteur, 1x logement pour carte SD - Webcam FHD 1080P FHD - Clavier non rétroéclairé (AZERTY), français - Couleur : Noir Carbon - Garantie : 1 an","Les autres produits : Dell","https://spacenet.tn/333756-large_default/pc-portable-dell-pro-15-essential-pv15250-intel-core-i7-13gen-8go-512go-ssd-windows-11-pro.jpg"
"1769348793-569","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","Pc Portable Dell Vostro 3530 i5 13Gén 24Go 512Go SSD","https://spacenet.tn/pc-portable-tunisie/81793-pc-portable-dell-vostro-3530-i5-13gen-24go-512go-ssd.html","Pc Portable Dell Vostro 3530 i5 13Gén 24Go 512Go SSD","1 809,000 DT","Ordinateur Portable Dell Vostro 3530 - Ecran : 15.6"" Full HD (1920x1080) 120HZ - Processeur : Intel Core i5-1334U (Up to 4,60 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation : Ubuntu - Mémoire RAM : 24 Go DDR4 - Disque Dur : 512Go SSD - Carte Graphique : Intel UHD Graphics avec WiFi, Bluetooth, 1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4, 1x RJ-45, 1x Prise jack pour casque et Lecteur de carte mémoire SD 3.0 - Haut-parleurs 2W - Caméra HD 720p - Microphone intégré - Couleur : Noir - Garantie : 1 an","Les autres produits : Dell","https://spacenet.tn/246450-large_default/pc-portable-dell-vostro-3530-i5-13gen-24go-512go-ssd.jpg"
"1769348795-570","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","Pc Portable Acer Aspire 5 i5 11Gén 8Go 512Go SSD Windows 11 Pro","https://spacenet.tn/pc-portable-tunisie/81892-pc-portable-acer-aspire-5-i5-11gen-8go-512go-ssd-windows-11-pro.html","Pc Portable Acer Aspire 5 i5 11Gén 8Go 512Go SSD Windows 11 Pro","1 799,000 DT","Écran :15.6"" FULL HD IPS - Processeur: Intel Core i5-1135G7 (4,20 GHz Turbo max, 8 Mo de mémoire cache, Quad-Core) - Système d'exploitation : Windows 11 Pro - Mémoire RAM:  8 Go - Disque Dur : 512Go SSD - Carte Graphique: NVIDIA GeForce MX350 (2 Go de mémoire dédiée DDR5) avec wifi, Bluetooth, 2x USB 3.2 Gen 1, 1x USB Type-C 3.1 Gen 1, 1x USB 2.0, 1x HDMI 2.0, 1x RJ-45, 1 jack combo Audio/micro 3,5mm, 1 Microphone -  Couleur: Bleu- Garantie: 1 an","Les autres produits : Acer","https://spacenet.tn/247026-large_default/pc-portable-acer-aspire-5-i5-11gen-8go-512go-ssd-windows-11-pro.jpg"
"1769348798-571","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","Pc Portable Acer Extensa 15 i5 11Gén 16Go 512Go SSD Windows 11 Pro","https://spacenet.tn/pc-portable-tunisie/81852-pc-portable-acer-extensa-15-i5-11gen-16go-512go-ssd-windows-11-pro.html","Pc Portable Acer Extensa 15 i5 11Gén 16Go 512Go SSD Windows 11 Pro","1 799,000 DT","Pc Portable Acer Extensa 15 - Ecran : 15.6"" Full HD - Processeur :  Intel Core i5-1135G7 (2.4 GHz Up To 4.2 GHz, 6 Mo Intel® Smart Cache, 4 cœurs) - Système d'exploitation : Windows 11 Pro - Mémoire RAM : 16 Go DDR4 - Disque Dur : 512Go SSD - Carte graphique : Carte graphique NVIDIA GeForce MX350 (2 Go de mémoire dédiée) avec Wifi - Bluetooth - Ethernet(Rj-45), Port HDMI, 2x port USB 3.2 Gen 1, Prise casque/micro, 1 x port USB 2.0, Emplacement câble de sécurité - Couleur : Noir - Garantie : 1 an","Les autres produits : Acer","https://spacenet.tn/246794-large_default/pc-portable-acer-extensa-15-i5-11gen-16go-512go-ssd-windows-11-pro.jpg"
"1769348801-572","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","Pc Portable Lenovo IdeaPad Slim 3 15IRH10 I5 13Gén 16Go 512Go SSD Windows 11 Pro","https://spacenet.tn/pc-portable-tunisie/92191-pc-portable-lenovo-ideapad-slim-3-15irh10-i5-13gen-16go-512go-ssd-windows-11-pro.html","Pc Portable Lenovo IdeaPad Slim 3 15IRH10 I5 13Gén 16Go 512Go SSD Windows 11 Pro","1 789,000 DT","Pc Portable Lenovo IdeaPad Slim 3 15IRH10  - Ecran: 15,3"" WUXGA (1920 x 1200) IPS 300 nits antireflet,  45 % NTSC, 60 Hz - Processeur : Intel Core i5-13420H (Up to 4,6 GHz , 12 Mo de mémoire cache, 8 Cores) - Système d'exploitation : Windows 11 Pro - RAM : 16Go DDR5 - Disque Dur : 512Go SSD - Carte Graphique: Intel UHD intégrée avec Wifi 6, Bluetooth 5.2, 2x USB-A (USB 5 Gbit/s / USB 3.2 Gen 1) - 1x USB-C® (USB 5 Gbit/s / USB 3.2 Gen 1) avec USB PD 3.0 et DisplayPort - 1x HDMI 1.4b - 1x prise combinée casque/microphone (3,5 mm)- 1x lecteur de carte - 1x connecteur d'alimentation - 2 Haut-parleurs stéréo 1,5 W x 2, Dolby Audio, 2 x microphones - Caméra HD 720p - Couleur : Bleu  - Garantie : 2 ans","Les autres produits : Lenovo","https://spacenet.tn/304844-large_default/pc-portable-lenovo-ideapad-slim-3-15irh10-i5-13gen-16go-512go-ssd-windows-11-pro.jpg"
"1769348805-573","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","Pc Portable Asus Vivobook 15 X1502VA i5 13Gén 16Go 512Go SSD Windows 11","https://spacenet.tn/pc-portable-asus/88733-pc-portable-asus-vivobook-15-x1502va-i5-13gen-16go-512go-ssd-windows-11.html","Pc Portable Asus Vivobook 15 X1502VA i5 13Gén 16Go 512Go SSD Windows 11","1 789,000 DT","Asus Vivobook 15 X1502VA - Écran: 15,6 pouces FHD (1920x1080) - Processeur : Intel Core i5-13420H (jusqu'à 4,6 GHz, 12 Mo Mémoire cache, 8 cors) - Système d'exploitation : Windows 11 - Mémoire RAM : 16Go DDR4 - Disque Dur: 512Go SSD - Carte Graphique: Intel HD intégré avec WiFi 6E, Bluetooth 5.3, 1x USB 2.0 Type-A - 1x USB 3.2 Gen 1 Type-C - 2x USB 3.2 Gen 1 Type-A - 1 x HDMI 1.4 - 1x 3.5mm Combo Audio Jack - 1x DC-in - caméra 720p HD - Haut-parleur et microphone intégrés - Clavier chiclet - Couleur : Bleu - Garantie : 1 an","Les autres produits : Asus","https://spacenet.tn/277604-large_default/pc-portable-asus-vivobook-15-x1502va-i5-13gen-16go-512go-ssd-windows-11.jpg"
"1769348808-574","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","Pc Portable Dell Pro 15 Essential PV15250 Intel Core i5 13Gén 16Go 512Go SSD","https://spacenet.tn/pc-portables-pro-tunisie/95874-pc-portable-dell-pro-15-essential-pv15250-intel-core-i5-13gen-16go-512go-ssd.html","Pc Portable Dell Pro 15 Essential PV15250 Intel Core i5 13Gén 16Go 512Go SSD","1 789,000 DT","Pc Portable Dell Pro 15 Essential PV15250 - Écran : 15.6"" Full HD (1920 x 1080 pixels) IPS, 120H, antiéblouissement, 250 cd/m² - Processeur : Intel Core™ i5-1334U (Up to 4.6 GHz Turbo max, 12 Mo de mémoire cache, 10 Cores) - Système d'exploitation : Ubuntu - Mémoire RAM : 16 Go DDR5 - Disque Dur : 512 Go SSD - Carte Graphique : Intel UHD Graphics avec Wi-Fi 6, Bluetooth -1x port USB 3.2 Gen 1, 1x port USB 2.0, 1x port USB-C® 3.2 Gen 1, 1 port USB-C® 3.2 Gen 1 DisplayPort 1.4, 1x port audio universel, 1x port HDMI 1.4, 1x port pour adaptateur secteur, 1x logement pour carte SD - Webcam FHD 1080P FHD - Clavier non rétroéclairé (AZERTY), français - Couleur : Noir Carbon - Garantie : 1 an","Les autres produits : Dell","https://spacenet.tn/334059-large_default/pc-portable-dell-pro-15-essential-pv15250-intel-core-i5-13gen-16go-512go-ssd.jpg"
"1769348811-575","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","Pc Portable Lenovo V15 G5 IRL i3 13Gén 24Go 512Go SSD","https://spacenet.tn/pc-portable-tunisie/95716-pc-portable-lenovo-v15-g5-irl-i3-13gen-24go-512go-ssd.html","Pc Portable Lenovo V15 G5 IRL i3 13Gén 24Go 512Go SSD","1 789,000 DT","Pc Portable Lenovo V15 G5 IRL - Ecran : 15.6"" FULL HD (1920 x 1080) TN 250 nits, antireflet, 45 % NTSC - Processeur : Intel Core i3-1315U (Up to 4,5 GHz , 10 Mo de mémoire cache, 6 Cœurs) - Système d'exploitation : Free dos - Mémoire RAM : 24 Go DRR5 - Disque Dur : 512Go SSD - Carte Graphique : Intel UHD intégrée avec Wi-Fi 6, Bluetooth 5.2 -2 ports USB-A (USB 5 Gbit/s / USB 3.2 Gen 1), 1 port USB-C (USB 5 Gbit/s / USB 3.2 Gen 1), avec alimentation USB (20 V uniquement) et DisplayPort 1.2, 1 port HDMI 1.4b, 1 prise combo casque/microphone (3,5 mm), 1 port Ethernet (RJ-45), 1 connecteur d'alimentation - 2x Haut-parleurs stéréo, 1,5 W  et microphone intégré - Caméra HD 720p avec obturateur de confidentialité - Couleur : Noir - Garantie : 2 ans","Les autres produits : Lenovo","https://spacenet.tn/336952-large_default/pc-portable-lenovo-v15-g5-irl-i3-13gen-24go-512go-ssd.jpg"
"1769348816-576","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","Pc Portable Asus Vivobook 15 X1502VA i5 13Gén 16Go 512Go W11","https://spacenet.tn/pc-portable-asus/92442-pc-portable-asus-vivobook-15-x1502va-i5-13gen-16go-512go-w11.html","Pc Portable Asus Vivobook 15 X1502VA i5 13Gén 16Go 512Go W11","1 789,000 DT","Asus VivoBook 15 X1502VA  - Écran : 15.6"" FHD ,(1920 x 1080px), rétroéclairage LED,60 Hz, antireflet - Processeur : Intel Core i5-13420H (jusqu'à 4,6 GHz, 12 Mo Mémoire cache, 8 cors) - Système d'exploitation : Windows 11 - Mémoire RAM : 16Go DDR4 - Disque Dur : 512 Go SSD - Carte Graphique : Intel UHD Graphics avec WiFi 6E, Bluetooth 5.3, 1x USB 2.0 Type-A - 1x USB 3.2 Gen 1 Type-C - 2x USB 3.2 Gen 1 Type-A - 1 x HDMI 1.4 - 1x 3.5mm Combo Audio Jack - 1x DC-in - Clavier chiclet avec touche numérique - Caméra HD 720p avec obturateur de confidentialité - Haut-parleur / Microphone intégré - Couleur : Bleu - Garantie : 1 an","Les autres produits : Asus","https://spacenet.tn/308346-large_default/pc-portable-asus-vivobook-15-x1502va-i5-13gen-16go-512go-w11.jpg"
"1769348818-577","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","Pc Portable Asus Vivobook 15 X1502VA i5 13Gén 16Go 512Go Windows 11","https://spacenet.tn/pc-portable-asus/92446-pc-portable-asus-vivobook-15-x1502va-i5-13gen-16go-512go-windows-11.html","Pc Portable Asus Vivobook 15 X1502VA i5 13Gén 16Go 512Go Windows 11","1 789,000 DT","Asus VivoBook 15 X1502VA - Écran : 15.6"" FHD ,(1920 x 1080px), rétroéclairage LED,60 Hz, antireflet - Processeur : Intel Core i5-13420H (jusqu'à 4,6 GHz, 12 Mo Mémoire cache, 8 cors) - Système d'exploitation : Windows 11 - Mémoire RAM : 16Go DDR4 - Disque Dur : 512 Go SSD - Carte Graphique : Intel UHD Graphics avec WiFi 6E, Bluetooth 5.3, 1x USB 2.0 Type-A - 1x USB 3.2 Gen 1 Type-C - 2x USB 3.2 Gen 1 Type-A - 1 x HDMI 1.4 - 1x 3.5mm Combo Audio Jack - 1x DC-in - Clavier chiclet avec touche numérique - Caméra HD 720p avec obturateur de confidentialité - Haut-parleur / Microphone intégré - Couleur : Silver - Garantie : 1 an","Les autres produits : Asus","https://spacenet.tn/338946-large_default/pc-portable-asus-vivobook-15-x1502va-i5-13gen-16go-512go-windows-11.jpg"
"1769348821-578","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","Pc Portable Lenovo ThinkBook 16 G6 AMD Ryzen 5 16Go 512Go SSD Windows 11 Pro","https://spacenet.tn/pc-portables-pro-tunisie/89318-pc-portable-lenovo-thinkbook-16-g6-amd-ryzen-5-16go-512go-ssd-windows-11.html","Pc Portable Lenovo ThinkBook 16 G6 AMD Ryzen 5 16Go 512Go SSD Windows 11 Pro","1 779,000 DT","Pc Portable Lenovo ThinkBook 16 G6 - Ecran : 16"" WUXGA, IPS - Processeur : AMD Ryzen 5 7530U (Up to 4,8 GHz Turbo max, 10 Mo de mémoire cache, 6-Cores) - Système d'exploitation : Windows 11 Pro - Mémoire RAM : 16Go DDR4 - Disque Dur : 512Go SSD - Carte Graphique : AMD Readon Graphics avec Wifi 6, Bluetooth 5.1, 1x HDMI 2.1, 1x USB 3.2 Gen1 (10 Gbps) 2x USB 3.2 Gen 1 (5 Gbps), 1x USB-C 3.2, 1x RJ45, 1x prise combo casque/microphone (3,5 mm) - 2 Haut-parleurs stéréo 1,5 W x 2, Dolby Audio, 2 x microphones - Caméra FHD 1080p - Couleur : Gris - Garantie : 1 an","Les autres produits : Lenovo","https://spacenet.tn/283004-large_default/pc-portable-lenovo-thinkbook-16-g6-amd-ryzen-5-16go-512go-ssd-windows-11.jpg"
"1769348825-579","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","PC Portable HP 15-fd0438nk Intel Core I3 13Gén 32Go 512Go SSD","https://spacenet.tn/pc-portable-tunisie/95514-pc-portable-hp-15-fd0438nk-intel-core-i3-13gen-32go-512go-ssd.html","PC Portable HP 15-fd0438nk Intel Core I3 13Gén 32Go 512Go SSD","1 769,000 DT","PC Portable HP 15-fd0438nk - Écran : 15.6"" FHD (1920 x 1080), IPS, micro-bords, antireflet, 250 nits - Processeur : Intel® Core™ i3-1315U (up to 4.5 GHz, 10 Mo de mémoire cache, 6 cores, 8 threads) - Système d'exploitation : Freedos - Mémoire RAM : 32 Go DDR4 - Disque Dur : 512 Go SSD - Carte Graphique : Intel UHD Graphics avec Wi-Fi 6 et Bluetooth 5.4, 1x USB Type-C - 2x USB Type-A - 1x HDMI 1.4b - 1x Combinée casque/microphone - Clavier noir profond avec pavé numérique - Caméra HP True Vision HD 720p - Doubles haut-parleurs - Couleur : Noir - Garantie : 1 an","Les autres produits : Hp","https://spacenet.tn/331465-large_default/pc-portable-hp-15-fd0438nk-intel-core-i3-13gen-32go-512go-ssd.jpg"
"1769348828-580","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","PC Portable HP 15-fd0598nk Intel Core I3 13Gén 32Go 512Go SSD","https://spacenet.tn/pc-portable-tunisie/95968-pc-portable-hp-15-fd0598nk-intel-core-i3-13gen-32go-512go-ssd.html","PC Portable HP 15-fd0598nk Intel Core I3 13Gén 32Go 512Go SSD","1 769,000 DT","PC Portable HP 15-fd0598nk - Écran : 15.6"" FHD IPS (1920 x 1080), micro-bords, antireflet, 250 nits - Processeur : Intel® Core™ i3-1315U (Up to 4.5 GHz, 10 Mo de mémoire cache, 6 cores, 8 threads) - Système d'exploitation : FreeDos - Mémoire RAM : 32 Go DDR4 - Disque Dur : 512Go SSD - Carte Graphique : Intel UHD Graphics avec Wi-Fi 6 et Bluetooth 5.4, 1x port USB Type-C, 2x ports USB Type-A, 1x prise adaptateur secteur Smart Pin, 1x port HDMI 1.4b, 1x prise combinée casque/microphone - Clavier rétroéclairé gris clair, taille standard avec pavé numérique - Webcam 720p HD - Doubles haut-parleurs - Couleur : Argent naturel - Garantie : 1 an","Les autres produits : Hp","https://spacenet.tn/334692-large_default/pc-portable-hp-15-fd0598nk-intel-core-i3-13gen-32go-512go-ssd.jpg"
"1769348830-581","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","PC Portable HP15-fd0597nk Intel Core I3 13Gén 32Go 512Go SSD Windows 11","https://spacenet.tn/pc-portable-tunisie/95971-pc-portable-hp15-fd0597nk-intel-core-i3-13gen-32go-512go-ssd-windows-11.html","PC Portable HP15-fd0597nk Intel Core I3 13Gén 32Go 512Go SSD Windows 11","1 769,000 DT","PC Portable HP15-fd0597nk - Écran : 15.6"" FHD IPS (1920 x 1080), micro-bords, antireflet, 250 nits - Processeur : Intel® Core™ i3-1315U (Up to 5.4 GHz, 10 Mo de mémoire cache, 6 cores, 8 threads) - Système d'exploitation : Windows 11 Famille - Mémoire RAM : 32 Go DDR4 - Disque Dur : 512Go SSD - Carte Graphique : Intel UHD Graphics avec Wi-Fi 6 et Bluetooth 5.4, 1x port USB Type-C, 2x ports USB Type-A, 1x prise adaptateur secteur Smart Pin, 1x port HDMI 1.4b, 1x prise combinée casque/microphone - Clavier rétroéclairé gris clair, taille standard avec pavé numérique - Webcam 720p HD - Doubles haut-parleurs - Couleur : Argent naturel - Garantie : 1 an","Les autres produits : Hp","https://spacenet.tn/334704-large_default/pc-portable-hp15-fd0597nk-intel-core-i3-13gen-32go-512go-ssd-windows-11.jpg"
"1769348833-582","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","Pc Portable HP 15-fd0095nk i5 13Gén 24Go 512Go SSD Windows 11 Pro","https://spacenet.tn/pc-portable-tunisie/85160-pc-portable-hp-15-fd0095nk-i5-13gen-24go-512go-ssd-windows-11.html","Pc Portable HP 15-fd0095nk i5 13Gén 24Go 512Go SSD Windows 11 Pro","1 759,000 DT","Pc Portable HP 15-fd0095nk - Écran :15.6"" Full HD, (1920 x 1080) - Processeur :Intel Core i5-1334U (Up to 4.60 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores) - Système d'exploitation : Windows 11 pro - Mémoire RAM : 24 Go DDR4 - Disque Dur : 512 Go SSD - Carte Graphique :  Intel Iris Xᵉ Graphics avec Wi-Fi, Bluetooth, 1x USB Type-C, 2x USB Type-A, 1x HDMI 1.4b, 1x prise adaptateur secteur Smart Pin, 1x prise combinée casque/microphone - Clavier de grande taille avec pavé numérique - Clavier Complet gris clair avec pavé numérique - Couleur : Silver - Garantie : 1 an","Les autres produits : Hp","https://spacenet.tn/257345-large_default/pc-portable-hp-15-fd0095nk-i5-13gen-24go-512go-ssd-windows-11.jpg"
"1769348837-583","https://spacenet.tn/74-pc-portable-tunisie?srsltid=AfmBOorMB1j-GLpHJvYVRZqiTLgmSGRXpQSxsm6YB4lz85ZNYyBVsydT&page=7","Pc Portable Lenovo V15 G5 IRL i3 13Gén 24Go 512Go SSD","https://spacenet.tn/pc-portable-tunisie/95983-pc-portable-lenovo-v15-g5-irl-i3-13gen-24go-512go-ssd.html","Pc Portable Lenovo V15 G5 IRL i3 13Gén 24Go 512Go SSD","1 749,000 DT","Pc Portable Lenovo V15 G5 IRL - Ecran : 15.6"" FULL HD (1920 x 1080) TN 250 nits, antireflet, 45 % NTSC - Processeur : Intel® Core i3-1315U (Up to 4,5 GHz , 10 Mo de mémoire cache, 6 Cœurs) - Système d'exploitation : Free dos - Mémoire RAM : 24Go DRR5 - Disque Dur : 512Go SSD - Carte Graphique : Intel UHD intégrée avec Wi-Fi 6, Bluetooth 5.2 - 2 ports USB-A (USB 5 Gbit/s / USB 3.2 Gen 1), 1 port USB-C (USB 5 Gbit/s / USB 3.2 Gen 1), avec alimentation USB (20 V uniquement) et DisplayPort 1.2, 1 port HDMI 1.4b, 1 prise combo casque/microphone (3,5 mm), 1 port Ethernet (RJ-45), 1 connecteur d'alimentation - 2x Haut-parleurs stéréo, 1,5 W  et microphone intégré - Caméra HD 720p avec obturateur de confidentialité - Clavier Non rétroéclairé, français - Couleur : Noir - Garantie : 1 an","Les autres produits : Lenovo","https://spacenet.tn/334766-large_default/pc-portable-lenovo-v15-g5-irl-i3-13gen-24go-512go-ssd.jpg"
